HUCId,MapDate,HUC,HUCLevel,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
03090202,20200303,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,1
03090202,20200225,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,1
03090202,20200218,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,1
03090202,20200211,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,1
03090202,20200204,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,1
03090202,20200128,Everglades,8,24.81,75.19,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,1
03090202,20200121,Everglades,8,28.72,71.28,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,1
03090202,20200114,Everglades,8,28.72,71.28,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,1
03090202,20200107,Everglades,8,28.72,71.28,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,1
03090202,20191231,Everglades,8,28.72,71.28,37.50,0.00,0.00,0.00,2019-12-31,2020-01-06,1
03090202,20191224,Everglades,8,28.72,71.28,37.50,0.00,0.00,0.00,2019-12-24,2019-12-30,1
03090202,20191217,Everglades,8,15.84,84.16,37.54,0.00,0.00,0.00,2019-12-17,2019-12-23,1
03090202,20191210,Everglades,8,12.18,87.82,28.73,0.00,0.00,0.00,2019-12-10,2019-12-16,1
03090202,20191203,Everglades,8,14.87,85.13,28.73,0.00,0.00,0.00,2019-12-03,2019-12-09,1
03090202,20191126,Everglades,8,14.87,85.13,0.00,0.00,0.00,0.00,2019-11-26,2019-12-02,1
03090202,20191119,Everglades,8,14.87,85.13,0.00,0.00,0.00,0.00,2019-11-19,2019-11-25,1
03090202,20191112,Everglades,8,13.65,86.35,0.00,0.00,0.00,0.00,2019-11-12,2019-11-18,1
03090202,20191105,Everglades,8,99.59,0.41,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
03090202,20191029,Everglades,8,89.05,10.95,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
03090202,20191022,Everglades,8,89.05,10.95,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
03090202,20191015,Everglades,8,89.05,10.95,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
03090202,20191008,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
03090202,20191001,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
03090202,20190924,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
03090202,20190917,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
03090202,20190910,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
03090202,20190903,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
03090202,20190827,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
03090202,20190820,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
03090202,20190813,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
03090202,20190806,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
03090202,20190730,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
03090202,20190723,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
03090202,20190716,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
03090202,20190709,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
03090202,20190702,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
03090202,20190625,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
03090202,20190618,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
03090202,20190611,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
03090202,20190604,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
03090202,20190528,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
03090202,20190521,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
03090202,20190514,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
03090202,20190507,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
03090202,20190430,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
03090202,20190423,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
03090202,20190416,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
03090202,20190409,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
03090202,20190402,Everglades,8,88.44,11.56,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
03090202,20190326,Everglades,8,87.74,12.26,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
03090202,20190319,Everglades,8,87.74,12.26,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
03090202,20190312,Everglades,8,87.74,12.26,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
03090202,20190305,Everglades,8,87.74,12.26,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
03090202,20190226,Everglades,8,83.91,16.09,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
03090202,20190219,Everglades,8,83.91,16.09,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
03090202,20190212,Everglades,8,59.47,40.53,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
03090202,20190205,Everglades,8,59.47,40.53,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
03090202,20190129,Everglades,8,0.00,100.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
03090202,20190122,Everglades,8,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-22,2019-01-28,1
03090202,20190115,Everglades,8,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
03090202,20190108,Everglades,8,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-08,2019-01-14,1
03090202,20190101,Everglades,8,0.00,100.00,79.41,0.00,0.00,0.00,2019-01-01,2019-01-07,1
03090202,20181225,Everglades,8,0.00,100.00,78.66,0.00,0.00,0.00,2018-12-25,2018-12-31,1
03090202,20181218,Everglades,8,0.00,100.00,78.66,0.00,0.00,0.00,2018-12-18,2018-12-24,1
03090202,20181211,Everglades,8,0.00,100.00,78.66,0.00,0.00,0.00,2018-12-11,2018-12-17,1
03090202,20181204,Everglades,8,0.00,100.00,4.24,0.00,0.00,0.00,2018-12-04,2018-12-10,1
03090202,20181127,Everglades,8,0.00,100.00,4.24,0.00,0.00,0.00,2018-11-27,2018-12-03,1
03090202,20181120,Everglades,8,0.00,100.00,4.24,0.00,0.00,0.00,2018-11-20,2018-11-26,1
03090202,20181113,Everglades,8,0.00,100.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
03090202,20181106,Everglades,8,21.31,78.69,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
03090202,20181030,Everglades,8,21.31,78.69,0.00,0.00,0.00,0.00,2018-10-30,2018-11-05,1
03090202,20181023,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-23,2018-10-29,1
03090202,20181016,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-16,2018-10-22,1
03090202,20181009,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-09,2018-10-15,1
03090202,20181002,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-02,2018-10-08,1
03090202,20180925,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-25,2018-10-01,1
03090202,20180918,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,1
03090202,20180911,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,1
03090202,20180904,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,1
03090202,20180828,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,1
03090202,20180821,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,1
03090202,20180814,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,1
03090202,20180807,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,1
03090202,20180731,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,1
03090202,20180724,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,1
03090202,20180717,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,1
03090202,20180710,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,1
03090202,20180703,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,1
03090202,20180626,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,1
03090202,20180619,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
03090202,20180612,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
03090202,20180605,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
03090202,20180529,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
03090202,20180522,Everglades,8,91.96,8.04,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,1
03090202,20180515,Everglades,8,21.03,78.97,35.54,7.87,0.00,0.00,2018-05-15,2018-05-21,1
03090202,20180508,Everglades,8,0.00,100.00,79.13,28.05,0.00,0.00,2018-05-08,2018-05-14,1
03090202,20180501,Everglades,8,0.00,100.00,79.13,28.05,0.00,0.00,2018-05-01,2018-05-07,1
03090202,20180424,Everglades,8,0.00,100.00,92.98,32.51,0.00,0.00,2018-04-24,2018-04-30,1
03090202,20180417,Everglades,8,0.00,100.00,86.64,32.67,0.00,0.00,2018-04-17,2018-04-23,1
03090202,20180410,Everglades,8,0.00,100.00,86.64,31.29,0.00,0.00,2018-04-10,2018-04-16,1
03090202,20180403,Everglades,8,0.00,100.00,86.64,31.29,0.00,0.00,2018-04-03,2018-04-09,1
03090202,20180327,Everglades,8,0.00,100.00,72.24,0.00,0.00,0.00,2018-03-27,2018-04-02,1
03090202,20180320,Everglades,8,0.00,100.00,40.17,0.00,0.00,0.00,2018-03-20,2018-03-26,1
03090202,20180313,Everglades,8,0.13,99.87,35.72,0.00,0.00,0.00,2018-03-13,2018-03-19,1
03090202,20180306,Everglades,8,0.13,99.87,0.00,0.00,0.00,0.00,2018-03-06,2018-03-12,1
03090202,20180227,Everglades,8,2.88,97.12,0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,1
03090202,20180220,Everglades,8,40.96,59.04,0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,1
03090202,20180213,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,1
03090202,20180206,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,1
03090202,20180130,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,1
03090202,20180123,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-23,2018-01-29,1
03090202,20180116,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-16,2018-01-22,1
03090202,20180109,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-09,2018-01-15,1
03090202,20180102,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-02,2018-01-08,1
03090202,20171226,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,1
03090202,20171219,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,1
03090202,20171212,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,1
03090202,20171205,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,1
03090202,20171128,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
03090202,20171121,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,1
03090202,20171114,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,1
03090202,20171107,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,1
03090202,20171031,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,1
03090202,20171024,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,1
03090202,20171017,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
03090202,20171010,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
03090202,20171003,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
03090202,20170926,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
03090202,20170919,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
03090202,20170912,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
03090202,20170905,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
03090202,20170829,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
03090202,20170822,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
03090202,20170815,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
03090202,20170808,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
03090202,20170801,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
03090202,20170725,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
03090202,20170718,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
03090202,20170711,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
03090202,20170704,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
03090202,20170627,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
03090202,20170620,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
03090202,20170613,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
03090202,20170606,Everglades,8,55.79,44.21,6.81,0.00,0.00,0.00,2017-06-06,2017-06-12,1
03090202,20170530,Everglades,8,25.68,74.32,44.77,16.23,0.00,0.00,2017-05-30,2017-06-05,1
03090202,20170523,Everglades,8,26.36,73.64,44.77,16.23,0.00,0.00,2017-05-23,2017-05-29,1
03090202,20170516,Everglades,8,26.36,73.64,44.77,16.23,0.00,0.00,2017-05-16,2017-05-22,1
03090202,20170509,Everglades,8,26.36,73.64,44.77,16.23,0.00,0.00,2017-05-09,2017-05-15,1
03090202,20170502,Everglades,8,26.36,73.64,44.77,16.23,0.00,0.00,2017-05-02,2017-05-08,1
03090202,20170425,Everglades,8,26.36,73.64,44.77,16.23,0.00,0.00,2017-04-25,2017-05-01,1
03090202,20170418,Everglades,8,0.00,100.00,52.16,16.23,0.00,0.00,2017-04-18,2017-04-24,1
03090202,20170411,Everglades,8,0.00,100.00,52.16,16.23,0.00,0.00,2017-04-11,2017-04-17,1
03090202,20170404,Everglades,8,1.60,98.40,36.87,7.89,0.00,0.00,2017-04-04,2017-04-10,1
03090202,20170328,Everglades,8,4.16,95.84,41.03,7.89,0.00,0.00,2017-03-28,2017-04-03,1
03090202,20170321,Everglades,8,1.82,98.18,41.03,0.31,0.00,0.00,2017-03-21,2017-03-27,1
03090202,20170314,Everglades,8,1.82,98.18,41.03,0.00,0.00,0.00,2017-03-14,2017-03-20,1
03090202,20170307,Everglades,8,1.82,98.18,41.03,0.00,0.00,0.00,2017-03-07,2017-03-13,1
03090202,20170228,Everglades,8,1.82,98.18,41.03,0.00,0.00,0.00,2017-02-28,2017-03-06,1
03090202,20170221,Everglades,8,1.82,98.18,41.03,0.00,0.00,0.00,2017-02-21,2017-02-27,1
03090202,20170214,Everglades,8,1.82,98.18,41.03,0.00,0.00,0.00,2017-02-14,2017-02-20,1
03090202,20170207,Everglades,8,30.03,69.97,0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,1
03090202,20170131,Everglades,8,30.03,69.97,0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,1
03090202,20170124,Everglades,8,30.03,69.97,0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,1
03090202,20170117,Everglades,8,29.69,70.31,0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,1
03090202,20170110,Everglades,8,29.69,70.31,0.00,0.00,0.00,0.00,2017-01-10,2017-01-16,1
03090202,20170103,Everglades,8,29.69,70.31,0.00,0.00,0.00,0.00,2017-01-03,2017-01-09,1
03090202,20161227,Everglades,8,29.69,70.31,0.00,0.00,0.00,0.00,2016-12-27,2017-01-02,1
03090202,20161220,Everglades,8,29.69,70.31,0.00,0.00,0.00,0.00,2016-12-20,2016-12-26,1
03090202,20161213,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-12-13,2016-12-19,1
03090202,20161206,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-12-06,2016-12-12,1
03090202,20161129,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-11-29,2016-12-05,1
03090202,20161122,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-11-22,2016-11-28,1
03090202,20161115,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-11-15,2016-11-21,1
03090202,20161108,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-11-08,2016-11-14,1
03090202,20161101,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-11-01,2016-11-07,1
03090202,20161025,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-10-25,2016-10-31,1
03090202,20161018,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-10-18,2016-10-24,1
03090202,20161011,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-10-11,2016-10-17,1
03090202,20161004,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-10-04,2016-10-10,1
03090202,20160927,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-09-27,2016-10-03,1
03090202,20160920,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-09-20,2016-09-26,1
03090202,20160913,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-09-13,2016-09-19,1
03090202,20160906,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-09-06,2016-09-12,1
03090202,20160830,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-30,2016-09-05,1
03090202,20160823,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-23,2016-08-29,1
03090202,20160816,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-16,2016-08-22,1
03090202,20160809,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-08-09,2016-08-15,1
03090202,20160802,Everglades,8,94.57,5.43,0.00,0.00,0.00,0.00,2016-08-02,2016-08-08,1
03090202,20160726,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-07-26,2016-08-01,1
03090202,20160719,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-07-19,2016-07-25,1
03090202,20160712,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-07-12,2016-07-18,1
03090202,20160705,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-07-05,2016-07-11,1
03090202,20160628,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-06-28,2016-07-04,1
03090202,20160621,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-06-21,2016-06-27,1
03090202,20160614,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-06-14,2016-06-20,1
03090202,20160607,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-06-07,2016-06-13,1
03090202,20160531,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-31,2016-06-06,1
03090202,20160524,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-24,2016-05-30,1
03090202,20160517,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-17,2016-05-23,1
03090202,20160510,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-10,2016-05-16,1
03090202,20160503,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09,1
03090202,20160426,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-26,2016-05-02,1
03090202,20160419,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,1
03090202,20160412,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,1
03090202,20160405,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,1
03090202,20160329,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,1
03090202,20160322,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,1
03090202,20160315,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,1
03090202,20160308,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,1
03090202,20160301,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,1
03090202,20160223,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-23,2016-02-29,1
03090202,20160216,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-16,2016-02-22,1
03090202,20160209,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15,1
03090202,20160202,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-02,2016-02-08,1
03090202,20160126,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-26,2016-02-01,1
03090202,20160119,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-19,2016-01-25,1
03090202,20160112,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-12,2016-01-18,1
03090202,20160105,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-05,2016-01-11,1
03090202,20151229,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,1
03090202,20151222,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-22,2015-12-28,1
03090202,20151215,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-15,2015-12-21,1
03090202,20151208,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-08,2015-12-14,1
03090202,20151201,Everglades,8,73.50,26.50,4.26,0.00,0.00,0.00,2015-12-01,2015-12-07,1
03090202,20151124,Everglades,8,67.89,32.11,4.26,0.00,0.00,0.00,2015-11-24,2015-11-30,1
03090202,20151117,Everglades,8,67.89,32.11,4.26,0.00,0.00,0.00,2015-11-17,2015-11-23,1
03090202,20151110,Everglades,8,63.10,36.90,1.55,0.00,0.00,0.00,2015-11-10,2015-11-16,1
03090202,20151103,Everglades,8,70.73,29.27,1.55,0.00,0.00,0.00,2015-11-03,2015-11-09,1
03090202,20151027,Everglades,8,68.55,31.45,1.55,0.00,0.00,0.00,2015-10-27,2015-11-02,1
03090202,20151020,Everglades,8,68.55,31.45,1.55,0.00,0.00,0.00,2015-10-20,2015-10-26,1
03090202,20151013,Everglades,8,47.96,52.04,1.55,0.00,0.00,0.00,2015-10-13,2015-10-19,1
03090202,20151006,Everglades,8,44.41,55.59,1.55,0.00,0.00,0.00,2015-10-06,2015-10-12,1
03090202,20150929,Everglades,8,44.41,55.59,1.55,0.00,0.00,0.00,2015-09-29,2015-10-05,1
03090202,20150922,Everglades,8,25.00,75.00,50.21,5.87,0.00,0.00,2015-09-22,2015-09-28,1
03090202,20150915,Everglades,8,15.65,84.35,72.24,41.52,0.00,0.00,2015-09-15,2015-09-21,1
03090202,20150908,Everglades,8,10.82,89.18,72.48,55.82,0.00,0.00,2015-09-08,2015-09-14,1
03090202,20150901,Everglades,8,1.36,98.64,79.74,67.16,35.08,0.00,2015-09-01,2015-09-07,1
03090202,20150825,Everglades,8,1.56,98.44,80.15,67.28,44.24,0.00,2015-08-25,2015-08-31,1
03090202,20150818,Everglades,8,1.50,98.50,77.84,55.50,35.95,0.00,2015-08-18,2015-08-24,1
03090202,20150811,Everglades,8,1.50,98.50,79.00,62.49,0.66,0.00,2015-08-11,2015-08-17,1
03090202,20150804,Everglades,8,10.55,89.45,79.00,62.49,0.66,0.00,2015-08-04,2015-08-10,1
03090202,20150728,Everglades,8,10.55,89.45,80.09,62.13,0.66,0.00,2015-07-28,2015-08-03,1
03090202,20150721,Everglades,8,5.80,94.20,87.53,67.58,0.66,0.00,2015-07-21,2015-07-27,1
03090202,20150714,Everglades,8,5.80,94.20,85.88,67.58,0.66,0.00,2015-07-14,2015-07-20,1
03090202,20150707,Everglades,8,5.80,94.20,80.63,36.07,0.07,0.00,2015-07-07,2015-07-13,1
03090202,20150630,Everglades,8,5.80,94.20,76.83,27.11,0.00,0.00,2015-06-30,2015-07-06,1
03090202,20150623,Everglades,8,6.21,93.79,68.70,27.11,0.00,0.00,2015-06-23,2015-06-29,1
03090202,20150616,Everglades,8,14.21,85.79,60.47,8.52,0.00,0.00,2015-06-16,2015-06-22,1
03090202,20150609,Everglades,8,12.87,87.13,61.51,8.52,0.00,0.00,2015-06-09,2015-06-15,1
03090202,20150602,Everglades,8,12.82,87.18,64.69,8.52,0.00,0.00,2015-06-02,2015-06-08,1
03090202,20150526,Everglades,8,33.79,66.21,47.27,0.00,0.00,0.00,2015-05-26,2015-06-01,1
03090202,20150519,Everglades,8,34.98,65.02,47.27,0.00,0.00,0.00,2015-05-19,2015-05-25,1
03090202,20150512,Everglades,8,41.69,58.31,26.21,0.00,0.00,0.00,2015-05-12,2015-05-18,1
03090202,20150505,Everglades,8,41.69,58.31,26.21,0.00,0.00,0.00,2015-05-05,2015-05-11,1
